# external cosmogenics, factorised sampling table
# generated by make_external_cosmogenics_table.py from a 189875-row CSV
# energy in keV; cos_theta measured about the drift axis; phi in rad
#
# SPECIES <pdg> <n_particles> <representation>
# L    <ekin_keV> <count>                 discrete line, exact energy
# E    <lo_keV> <hi_keV> <count>          quantile-spaced continuum
# A    <cos_lo> <cos_hi> <phi_lo> <phi_hi> <count>
# RAW  <ekin_keV> <dirX> <dirY> <dirZ>    species below 200 particles

A 0.6250 0.7500 2.0944 2.6180 167
A 0.6250 0.7500 2.6180 3.1416 147
A 0.7500 0.8750 -3.1416 -2.6180 136
A 0.7500 0.8750 -2.6180 -2.0944 169
A 0.7500 0.8750 -2.0944 -1.5708 199
A 0.7500 0.8750 -1.5708 -1.0472 219
A 0.7500 0.8750 -1.0472 -0.5236 187
A 0.7500 0.8750 -0.5236 0.0000 137
A 0.7500 0.8750 0.0000 0.5236 153
A 0.7500 0.8750 0.5236 1.0472 186
A 0.7500 0.8750 1.0472 1.5708 214
A 0.7500 0.8750 1.5708 2.0944 194
A 0.7500 0.8750 2.0944 2.6180 158
A 0.7500 0.8750 2.6180 3.1416 152
A 0.8750 1.0000 -3.1416 -2.6180 170
A 0.8750 1.0000 -2.6180 -2.0944 165
A 0.8750 1.0000 -2.0944 -1.5708 192
A 0.8750 1.0000 -1.5708 -1.0472 175
A 0.8750 1.0000 -1.0472 -0.5236 169
A 0.8750 1.0000 -0.5236 0.0000 128
A 0.8750 1.0000 0.0000 0.5236 200
A 0.8750 1.0000 0.5236 1.0472 156
A 0.8750 1.0000 1.0472 1.5708 172
A 0.8750 1.0000 1.5708 2.0944 177
A 0.8750 1.0000 2.0944 2.6180 180
A 0.8750 1.0000 2.6180 3.1416 152

SPECIES 11 2248 binned
E 4.41247 27.9416 18
E 27.9416 42.595 17
E 42.595 54.6719 18
E 54.6719 61.8118 17
E 61.8118 74.5053 18
E 74.5053 87.4002 17
E 87.4002 100.118 18
E 100.118 108.85 17
E 108.85 125.638 18
E 125.638 138.755 18
E 138.755 151.206 17
E 151.206 166.505 18
E 166.505 179.778 17
E 179.778 192.75 18
E 192.75 203.623 17
E 203.623 221.095 18
E 221.095 235.567 18
E 235.567 248.432 17
E 248.432 259.058 18
E 259.058 267.172 17
E 267.172 280.995 18
E 280.995 295.362 17
E 295.362 308.337 18
E 308.337 321.61 18
E 321.61 330.563 17
E 330.563 347.448 18
E 347.448 358.065 17
E 358.065 371.458 18
E 371.458 385.815 17
E 385.815 398.991 18
E 398.991 414.856 17
E 414.856 428.846 18
E 428.846 443.05 18
E 443.05 466.633 17
E 466.633 481.828 18
E 481.828 504.92 17
E 504.92 524.544 18
E 524.544 539.571 17
E 539.571 554.682 18
E 554.682 577.359 17
E 577.359 590.528 18
E 590.528 604.987 18
E 604.987 615.103 17
E 615.103 630.897 18
E 630.897 654.585 17
E 654.585 674.876 18
E 674.876 699.892 17
E 699.892 720.44 18
E 720.44 746.635 18
E 746.635 773.012 17
E 773.012 786.689 18
E 786.689 804.44 17
E 804.44 819.171 18
E 819.171 842.853 17
E 842.853 864.834 18
E 864.834 886.3 18
E 886.3 902.345 17
E 902.345 919.283 18
E 919.283 936.804 17
E 936.804 954.013 18
E 954.013 976.706 17
E 976.706 999.357 18
E 999.357 1023.12 17
E 1023.12 1049.44 18
E 1049.44 1086.67 18
E 1086.67 1114.12 17
E 1114.12 1140.22 18
E 1140.22 1166.59 17
E 1166.59 1196.95 18
E 1196.95 1241.66 17
E 1241.66 1281.81 18
E 1281.81 1331.81 17
E 1331.81 1359.37 18
E 1359.37 1402.59 18
E 1402.59 1433.97 17
E 1433.97 1462.81 18
E 1462.81 1502.43 17
E 1502.43 1545.78 18
E 1545.78 1582.62 17
E 1582.62 1640.19 18
E 1640.19 1694.38 18
E 1694.38 1748.52 17
E 1748.52 1791.05 18
E 1791.05 1869.66 17
E 1869.66 1959.82 18
E 1959.82 2041.12 17
E 2041.12 2127 18
E 2127 2222.98 18
E 2222.98 2286.08 17
E 2286.08 2384.84 18
E 2384.84 2468.22 17
E 2468.22 2531.6 18
E 2531.6 2615.4 17
E 2615.4 2688.66 18
E 2688.66 2778.36 17
E 2778.36 2843.99 18
E 2843.99 2968.92 18
E 2968.92 3008.38 17
E 3008.38 3072.58 18
E 3072.58 3178.73 17
E 3178.73 3317.39 18
E 3317.39 3457.01 17
E 3457.01 3598.17 18
E 3598.17 3729.04 17
E 3729.04 3888.34 18
E 3888.34 4052.05 18
E 4052.05 4210.6 17
E 4210.6 4432.71 18
E 4432.71 4669 17
E 4669 5002.85 18
E 5002.85 5209.22 17
E 5209.22 5439.51 18
E 5439.51 5884.7 18
E 5884.7 6453.06 17
E 6453.06 6937.73 18
E 6937.73 7536.6 17
E 7536.6 8155.43 18
E 8155.43 8673.41 17
E 8673.41 9554.93 18
E 9554.93 10802.8 18
E 10802.8 12194.4 17
E 12194.4 15194.5 18
E 15194.5 17344.6 17
E 17344.6 20667.5 18
E 20667.5 26074.1 17
E 26074.1 37261.6 18
E 37261.6 59032.8 17
E 59032.8 308552 18
A -1.0000 -0.8750 -3.1416 -2.6180 38
A -1.0000 -0.8750 -2.6180 -2.0944 41
A -1.0000 -0.8750 -2.0944 -1.5708 48
A -1.0000 -0.8750 -1.5708 -1.0472 41
A -1.0000 -0.8750 -1.0472 -0.5236 38
A -1.0000 -0.8750 -0.5236 0.0000 38
A -1.0000 -0.8750 0.0000 0.5236 43
A -1.0000 -0.8750 0.5236 1.0472 29
A -1.0000 -0.8750 1.0472 1.5708 25
A -1.0000 -0.8750 1.5708 2.0944 34
A -1.0000 -0.8750 2.0944 2.6180 26
A -1.0000 -0.8750 2.6180 3.1416 37
A -0.8750 -0.7500 -3.1416 -2.6180 33
A -0.8750 -0.7500 -2.6180 -2.0944 32
A -0.8750 -0.7500 -2.0944 -1.5708 47
A -0.8750 -0.7500 -1.5708 -1.0472 35
A -0.8750 -0.7500 -1.0472 -0.5236 43
A -0.8750 -0.7500 -0.5236 0.0000 36
A -0.8750 -0.7500 0.0000 0.5236 21
A -0.8750 -0.7500 0.5236 1.0472 29
A -0.8750 -0.7500 1.0472 1.5708 20
A -0.8750 -0.7500 1.5708 2.0944 33
A -0.8750 -0.7500 2.0944 2.6180 26
A -0.8750 -0.7500 2.6180 3.1416 25
A -0.7500 -0.6250 -3.1416 -2.6180 19
A -0.7500 -0.6250 -2.6180 -2.0944 33
A -0.7500 -0.6250 -2.0944 -1.5708 32
A -0.7500 -0.6250 -1.5708 -1.0472 31
A -0.7500 -0.6250 -1.0472 -0.5236 29
A -0.7500 -0.6250 -0.5236 0.0000 18
A -0.7500 -0.6250 0.0000 0.5236 15
A -0.7500 -0.6250 0.5236 1.0472 20
A -0.7500 -0.6250 1.0472 1.5708 15
A -0.7500 -0.6250 1.5708 2.0944 14
A -0.7500 -0.6250 2.0944 2.6180 24
A -0.7500 -0.6250 2.6180 3.1416 21
A -0.6250 -0.5000 -3.1416 -2.6180 16
A -0.6250 -0.5000 -2.6180 -2.0944 18
A -0.6250 -0.5000 -2.0944 -1.5708 28
A -0.6250 -0.5000 -1.5708 -1.0472 26
A -0.6250 -0.5000 -1.0472 -0.5236 20
A -0.6250 -0.5000 -0.5236 0.0000 20
A -0.6250 -0.5000 0.0000 0.5236 17
A -0.6250 -0.5000 0.5236 1.0472 17
A -0.6250 -0.5000 1.0472 1.5708 23
A -0.6250 -0.5000 1.5708 2.0944 19
A -0.6250 -0.5000 2.0944 2.6180 18
A -0.6250 -0.5000 2.6180 3.1416 14
A -0.5000 -0.3750 -3.1416 -2.6180 9
A -0.5000 -0.3750 -2.6180 -2.0944 19
A -0.5000 -0.3750 -2.0944 -1.5708 17
A -0.5000 -0.3750 -1.5708 -1.0472 21
A -0.5000 -0.3750 -1.0472 -0.5236 15
A -0.5000 -0.3750 -0.5236 0.0000 19
A -0.5000 -0.3750 0.0000 0.5236 8
A -0.5000 -0.3750 0.5236 1.0472 8
A -0.5000 -0.3750 1.0472 1.5708 14
A -0.5000 -0.3750 1.5708 2.0944 19
A -0.5000 -0.3750 2.0944 2.6180 10
A -0.5000 -0.3750 2.6180 3.1416 7
A -0.3750 -0.2500 -3.1416 -2.6180 8
A -0.3750 -0.2500 -2.6180 -2.0944 10
A -0.3750 -0.2500 -2.0944 -1.5708 18
A -0.3750 -0.2500 -1.5708 -1.0472 14
A -0.3750 -0.2500 -1.0472 -0.5236 10
A -0.3750 -0.2500 -0.5236 0.0000 6
A -0.3750 -0.2500 0.0000 0.5236 12
A -0.3750 -0.2500 0.5236 1.0472 10
A -0.3750 -0.2500 1.0472 1.5708 7
A -0.3750 -0.2500 1.5708 2.0944 16
A -0.3750 -0.2500 2.0944 2.6180 9
A -0.3750 -0.2500 2.6180 3.1416 10
A -0.2500 -0.1250 -3.1416 -2.6180 3
A -0.2500 -0.1250 -2.6180 -2.0944 11
A -0.2500 -0.1250 -2.0944 -1.5708 13
A -0.2500 -0.1250 -1.5708 -1.0472 14
A -0.2500 -0.1250 -1.0472 -0.5236 5
A -0.2500 -0.1250 -0.5236 0.0000 5
A -0.2500 -0.1250 0.0000 0.5236 4
A -0.2500 -0.1250 0.5236 1.0472 6
A -0.2500 -0.1250 1.0472 1.5708 8
A -0.2500 -0.1250 1.5708 2.0944 7
A -0.2500 -0.1250 2.0944 2.6180 8
A -0.2500 -0.1250 2.6180 3.1416 7
A -0.1250 0.0000 -3.1416 -2.6180 1
A -0.1250 0.0000 -2.6180 -2.0944 10
A -0.1250 0.0000 -2.0944 -1.5708 9
A -0.1250 0.0000 -1.5708 -1.0472 14
A -0.1250 0.0000 -1.0472 -0.5236 8
A -0.1250 0.0000 -0.5236 0.0000 3
A -0.1250 0.0000 0.0000 0.5236 3
A -0.1250 0.0000 0.5236 1.0472 4
A -0.1250 0.0000 1.0472 1.5708 9
A -0.1250 0.0000 1.5708 2.0944 12
A -0.1250 0.0000 2.0944 2.6180 4
A -0.1250 0.0000 2.6180 3.1416 1
A 0.0000 0.1250 -3.1416 -2.6180 2
A 0.0000 0.1250 -2.6180 -2.0944 7
A 0.0000 0.1250 -2.0944 -1.5708 8
A 0.0000 0.1250 -1.5708 -1.0472 3
A 0.0000 0.1250 -1.0472 -0.5236 6
A 0.0000 0.1250 -0.5236 0.0000 2
A 0.0000 0.1250 0.0000 0.5236 1
A 0.0000 0.1250 0.5236 1.0472 3
A 0.0000 0.1250 1.0472 1.5708 7
A 0.0000 0.1250 1.5708 2.0944 4
A 0.0000 0.1250 2.0944 2.6180 7
A 0.0000 0.1250 2.6180 3.1416 2
A 0.1250 0.2500 -3.1416 -2.6180 1
A 0.1250 0.2500 -2.6180 -2.0944 2
A 0.1250 0.2500 -2.0944 -1.5708 13
A 0.1250 0.2500 -1.5708 -1.0472 6
A 0.1250 0.2500 -1.0472 -0.5236 7
A 0.1250 0.2500 -0.5236 0.0000 1
A 0.1250 0.2500 0.0000 0.5236 1
A 0.1250 0.2500 0.5236 1.0472 4
A 0.1250 0.2500 1.0472 1.5708 9
A 0.1250 0.2500 1.5708 2.0944 9
A 0.1250 0.2500 2.0944 2.6180 7
A 0.1250 0.2500 2.6180 3.1416 2
A 0.2500 0.3750 -3.1416 -2.6180 1
A 0.2500 0.3750 -2.6180 -2.0944 4
A 0.2500 0.3750 -2.0944 -1.5708 4
A 0.2500 0.3750 -1.5708 -1.0472 6
A 0.2500 0.3750 -1.0472 -0.5236 3
A 0.2500 0.3750 -0.5236 0.0000 2
A 0.2500 0.3750 0.0000 0.5236 1
A 0.2500 0.3750 0.5236 1.0472 5
A 0.2500 0.3750 1.0472 1.5708 2
A 0.2500 0.3750 1.5708 2.0944 7
A 0.2500 0.3750 2.0944 2.6180 7
A 0.2500 0.3750 2.6180 3.1416 1
A 0.3750 0.5000 -3.1416 -2.6180 4
A 0.3750 0.5000 -2.6180 -2.0944 3
A 0.3750 0.5000 -2.0944 -1.5708 7
A 0.3750 0.5000 -1.5708 -1.0472 8
A 0.3750 0.5000 -1.0472 -0.5236 3
A 0.3750 0.5000 -0.5236 0.0000 2
A 0.3750 0.5000 0.0000 0.5236 6
A 0.3750 0.5000 0.5236 1.0472 6
A 0.3750 0.5000 1.0472 1.5708 9
A 0.3750 0.5000 1.5708 2.0944 9
A 0.3750 0.5000 2.0944 2.6180 6
A 0.3750 0.5000 2.6180 3.1416 5
A 0.5000 0.6250 -3.1416 -2.6180 4
A 0.5000 0.6250 -2.6180 -2.0944 2
A 0.5000 0.6250 -2.0944 -1.5708 5
A 0.5000 0.6250 -1.5708 -1.0472 5
A 0.5000 0.6250 -1.0472 -0.5236 4
A 0.5000 0.6250 -0.5236 0.0000 6
A 0.5000 0.6250 0.0000 0.5236 3
A 0.5000 0.6250 0.5236 1.0472 3
A 0.5000 0.6250 1.0472 1.5708 9
A 0.5000 0.6250 1.5708 2.0944 2
A 0.5000 0.6250 2.0944 2.6180 3
A 0.5000 0.6250 2.6180 3.1416 1
A 0.6250 0.7500 -3.1416 -2.6180 4
A 0.6250 0.7500 -2.6180 -2.0944 4
A 0.6250 0.7500 -2.0944 -1.5708 9
A 0.6250 0.7500 -1.5708 -1.0472 8
A 0.6250 0.7500 -1.0472 -0.5236 7
A 0.6250 0.7500 -0.5236 0.0000 6
A 0.6250 0.7500 0.0000 0.5236 4
A 0.6250 0.7500 0.5236 1.0472 7
A 0.6250 0.7500 1.0472 1.5708 2
A 0.6250 0.7500 1.5708 2.0944 5
A 0.6250 0.7500 2.0944 2.6180 5
A 0.6250 0.7500 2.6180 3.1416 8
A 0.7500 0.8750 -3.1416 -2.6180 1
A 0.7500 0.8750 -2.6180 -2.0944 4
A 0.7500 0.8750 -2.0944 -1.5708 4
A 0.7500 0.8750 -1.5708 -1.0472 8
A 0.7500 0.8750 -1.0472 -0.5236 4
A 0.7500 0.8750 -0.5236 0.0000 6
A 0.7500 0.8750 0.0000 0.5236 5
A 0.7500 0.8750 0.5236 1.0472 3
A 0.7500 0.8750 1.0472 1.5708 12
A 0.7500 0.8750 1.5708 2.0944 8
A 0.7500 0.8750 2.0944 2.6180 4
A 0.7500 0.8750 2.6180 3.1416 5
A 0.8750 1.0000 -3.1416 -2.6180 4
A 0.8750 1.0000 -2.6180 -2.0944 2
A 0.8750 1.0000 -2.0944 -1.5708 4
A 0.8750 1.0000 -1.5708 -1.0472 7
A 0.8750 1.0000 -1.0472 -0.5236 8
A 0.8750 1.0000 -0.5236 0.0000 2
A 0.8750 1.0000 0.0000 0.5236 7
A 0.8750 1.0000 0.5236 1.0472 6
A 0.8750 1.0000 1.0472 1.5708 2
A 0.8750 1.0000 1.5708 2.0944 5
A 0.8750 1.0000 2.0944 2.6180 4
A 0.8750 1.0000 2.6180 3.1416 2

SPECIES -11 353 binned
E 232.857 277.198 3
E 277.198 331.337 3
E 331.337 388.862 2
E 388.862 461.582 3
E 461.582 496.991 3
E 496.991 521.096 3
E 521.096 608.79 2
E 608.79 617.629 3
E 617.629 652.288 3
E 652.288 718.473 3
E 718.473 771.911 2
E 771.911 797.146 3
E 797.146 817.815 3
E 817.815 848.655 3
E 848.655 914.551 2
E 914.551 1023.72 3
E 1023.72 1080.04 3
E 1080.04 1162.02 3
E 1162.02 1185.87 2
E 1185.87 1208.74 3
E 1208.74 1287.3 3
E 1287.3 1370.58 3
E 1370.58 1424.23 2
E 1424.23 1484.44 3
E 1484.44 1605.72 3
E 1605.72 1658.98 3
E 1658.98 1751.77 2
E 1751.77 1794.46 3
E 1794.46 1875.1 3
E 1875.1 1913.45 3
E 1913.45 2019.8 2
E 2019.8 2033 3
E 2033 2080.08 3
E 2080.08 2163.78 3
E 2163.78 2206 3
E 2206 2251.48 2
E 2251.48 2405.82 3
E 2405.82 2460.1 3
E 2460.1 2520.33 3
E 2520.33 2648.01 2
E 2648.01 2699.8 3
E 2699.8 2860.07 3
E 2860.07 2907.1 3
E 2907.1 2947.84 2
E 2947.84 3042.84 3
E 3042.84 3122.97 3
E 3122.97 3262.11 3
E 3262.11 3409.38 2
E 3409.38 3561.47 3
E 3561.47 3569.45 3
E 3569.45 3720.94 3
E 3720.94 3812.04 2
E 3812.04 3871.06 3
E 3871.06 3940.77 3
E 3940.77 4022.59 3
E 4022.59 4196.24 2
E 4196.24 4415.77 3
E 4415.77 4512.1 3
E 4512.1 4577.66 3
E 4577.66 4730.53 2
E 4730.53 4827.16 3
E 4827.16 5040.6 3
E 5040.6 5088.08 3
E 5088.08 5395.73 2
E 5395.73 5558.83 3
E 5558.83 5804.03 3
E 5804.03 5917.43 3
E 5917.43 6163.58 3
E 6163.58 6332.78 2
E 6332.78 6439.45 3
E 6439.45 6841.76 3
E 6841.76 6988.34 3
E 6988.34 7201.06 2
E 7201.06 7270.53 3
E 7270.53 7356.93 3
E 7356.93 7516.1 3
E 7516.1 7813.26 2
E 7813.26 7872.71 3
E 7872.71 8124.88 3
E 8124.88 8395.21 3
E 8395.21 8492.01 2
E 8492.01 9024.83 3
E 9024.83 9300.15 3
E 9300.15 9529.19 3
E 9529.19 9850.4 2
E 9850.4 10131.9 3
E 10131.9 10592.4 3
E 10592.4 10789.8 3
E 10789.8 11262.4 2
E 11262.4 11634 3
E 11634 11982.8 3
E 11982.8 12304.6 3
E 12304.6 12539.2 2
E 12539.2 13182.9 3
E 13182.9 13851.6 3
E 13851.6 14804.1 3
E 14804.1 15654.7 3
E 15654.7 16790.5 2
E 16790.5 17194 3
E 17194 17852.6 3
E 17852.6 18679.6 3
E 18679.6 20767.5 2
E 20767.5 21602.1 3
E 21602.1 22104.5 3
E 22104.5 23715.6 3
E 23715.6 24673.1 2
E 24673.1 24734.9 3
E 24734.9 25822.5 3
E 25822.5 26727.5 3
E 26727.5 26939.8 2
E 26939.8 28214.8 3
E 28214.8 30162.6 3
E 30162.6 32349.2 3
E 32349.2 34735.5 2
E 34735.5 35125.5 3
E 35125.5 36373.9 3
E 36373.9 39636.8 3
E 39636.8 40718.2 2
E 40718.2 44000.1 3
E 44000.1 46107.6 3
E 46107.6 52066.6 3
E 52066.6 54235.6 2
E 54235.6 56319.7 3
E 56319.7 65757.9 3
E 65757.9 77244.7 3
E 77244.7 93167.7 2
E 93167.7 123984 3
E 123984 262433 3
A -1.0000 -0.8750 -3.1416 -2.6180 6
A -1.0000 -0.8750 -2.6180 -2.0944 16
A -1.0000 -0.8750 -2.0944 -1.5708 9
A -1.0000 -0.8750 -1.5708 -1.0472 11
A -1.0000 -0.8750 -1.0472 -0.5236 14
A -1.0000 -0.8750 -0.5236 0.0000 10
A -1.0000 -0.8750 0.0000 0.5236 5
A -1.0000 -0.8750 0.5236 1.0472 4
A -1.0000 -0.8750 1.0472 1.5708 8
A -1.0000 -0.8750 1.5708 2.0944 6
A -1.0000 -0.8750 2.0944 2.6180 3
A -0.8750 -0.7500 -3.1416 -2.6180 9
A -0.8750 -0.7500 -2.6180 -2.0944 7
A -0.8750 -0.7500 -2.0944 -1.5708 12
A -0.8750 -0.7500 -1.5708 -1.0472 11
A -0.8750 -0.7500 -1.0472 -0.5236 4
A -0.8750 -0.7500 -0.5236 0.0000 8
A -0.8750 -0.7500 0.0000 0.5236 6
A -0.8750 -0.7500 0.5236 1.0472 1
A -0.8750 -0.7500 1.0472 1.5708 1
A -0.8750 -0.7500 1.5708 2.0944 5
A -0.8750 -0.7500 2.0944 2.6180 1
A -0.8750 -0.7500 2.6180 3.1416 4
A -0.7500 -0.6250 -3.1416 -2.6180 4
A -0.7500 -0.6250 -2.6180 -2.0944 7
A -0.7500 -0.6250 -2.0944 -1.5708 5
A -0.7500 -0.6250 -1.5708 -1.0472 7
A -0.7500 -0.6250 -1.0472 -0.5236 8
A -0.7500 -0.6250 -0.5236 0.0000 2
A -0.7500 -0.6250 0.0000 0.5236 3
A -0.7500 -0.6250 0.5236 1.0472 3
A -0.7500 -0.6250 1.0472 1.5708 3
A -0.7500 -0.6250 1.5708 2.0944 4
A -0.7500 -0.6250 2.0944 2.6180 6
A -0.7500 -0.6250 2.6180 3.1416 2
A -0.6250 -0.5000 -3.1416 -2.6180 2
A -0.6250 -0.5000 -2.6180 -2.0944 4
A -0.6250 -0.5000 -2.0944 -1.5708 2
A -0.6250 -0.5000 -1.5708 -1.0472 6
A -0.6250 -0.5000 -1.0472 -0.5236 5
A -0.6250 -0.5000 -0.5236 0.0000 2
A -0.6250 -0.5000 0.0000 0.5236 2
A -0.6250 -0.5000 0.5236 1.0472 4
A -0.6250 -0.5000 1.0472 1.5708 1
A -0.6250 -0.5000 1.5708 2.0944 1
A -0.6250 -0.5000 2.0944 2.6180 1
A -0.5000 -0.3750 -3.1416 -2.6180 1
A -0.5000 -0.3750 -2.6180 -2.0944 5
A -0.5000 -0.3750 -2.0944 -1.5708 4
A -0.5000 -0.3750 -1.5708 -1.0472 7
A -0.5000 -0.3750 -1.0472 -0.5236 6
A -0.5000 -0.3750 -0.5236 0.0000 3
A -0.5000 -0.3750 0.5236 1.0472 2
A -0.5000 -0.3750 1.0472 1.5708 1
A -0.5000 -0.3750 1.5708 2.0944 1
A -0.5000 -0.3750 2.0944 2.6180 2
A -0.5000 -0.3750 2.6180 3.1416 4
A -0.3750 -0.2500 -3.1416 -2.6180 1
A -0.3750 -0.2500 -2.6180 -2.0944 5
A -0.3750 -0.2500 -2.0944 -1.5708 3
A -0.3750 -0.2500 -1.5708 -1.0472 4
A -0.3750 -0.2500 -1.0472 -0.5236 1
A -0.3750 -0.2500 1.5708 2.0944 2
A -0.3750 -0.2500 2.0944 2.6180 3
A -0.2500 -0.1250 -2.6180 -2.0944 1
A -0.2500 -0.1250 -2.0944 -1.5708 2
A -0.2500 -0.1250 -1.0472 -0.5236 1
A -0.2500 -0.1250 -0.5236 0.0000 1
A -0.2500 -0.1250 0.5236 1.0472 1
A -0.2500 -0.1250 1.0472 1.5708 2
A -0.2500 -0.1250 1.5708 2.0944 2
A -0.2500 -0.1250 2.0944 2.6180 1
A -0.2500 -0.1250 2.6180 3.1416 5
A -0.1250 0.0000 -2.6180 -2.0944 2
A -0.1250 0.0000 -2.0944 -1.5708 1
A -0.1250 0.0000 -1.5708 -1.0472 2
A -0.1250 0.0000 0.5236 1.0472 1
A -0.1250 0.0000 1.5708 2.0944 1
A -0.1250 0.0000 2.6180 3.1416 1
A 0.0000 0.1250 -1.0472 -0.5236 2
A 0.0000 0.1250 1.5708 2.0944 2
A 0.1250 0.2500 -2.0944 -1.5708 1
A 0.1250 0.2500 -1.0472 -0.5236 2
A 0.1250 0.2500 1.0472 1.5708 2
A 0.2500 0.3750 -2.0944 -1.5708 1
A 0.2500 0.3750 -1.5708 -1.0472 1
A 0.2500 0.3750 -0.5236 0.0000 1
A 0.3750 0.5000 -2.6180 -2.0944 1
A 0.3750 0.5000 -1.0472 -0.5236 1
A 0.3750 0.5000 0.5236 1.0472 1
A 0.3750 0.5000 1.0472 1.5708 2
A 0.3750 0.5000 2.0944 2.6180 1
A 0.5000 0.6250 -1.5708 -1.0472 1
A 0.5000 0.6250 0.5236 1.0472 1
A 0.5000 0.6250 1.0472 1.5708 1
A 0.5000 0.6250 1.5708 2.0944 2
A 0.6250 0.7500 -2.0944 -1.5708 1
A 0.6250 0.7500 -1.5708 -1.0472 1
A 0.7500 0.8750 -2.0944 -1.5708 1
A 0.7500 0.8750 0.0000 0.5236 1
A 0.7500 0.8750 2.0944 2.6180 1
A 0.7500 0.8750 2.6180 3.1416 1

SPECIES 2212 215 binned
E 4.80044 4233.22 2
E 4233.22 4907.75 1
E 4907.75 5177.03 2
E 5177.03 6448.31 2
E 6448.31 6880.97 1
E 6880.97 9493.02 2
E 9493.02 10422.1 2
E 10422.1 12940.6 1
E 12940.6 16734.8 2
E 16734.8 17366.9 2
E 17366.9 19812.1 1
E 19812.1 21553.2 2
E 21553.2 21868.6 2
E 21868.6 23313.8 2
E 23313.8 25095.9 1
E 25095.9 26149.9 2
E 26149.9 27155.7 2
E 27155.7 28744.6 1
E 28744.6 30320.7 2
E 30320.7 31512.7 2
E 31512.7 32852.2 1
E 32852.2 35712.7 2
E 35712.7 35924.6 2
E 35924.6 37805.1 1
E 37805.1 38881.9 2
E 38881.9 40692.4 2
E 40692.4 42652.4 1
E 42652.4 43045.5 2
E 43045.5 43196.4 2
E 43196.4 44641.4 1
E 44641.4 45524.7 2
E 45524.7 46117.4 2
E 46117.4 46205.5 1
E 46205.5 47101.6 2
E 47101.6 49585.7 2
E 49585.7 50533.8 1
E 50533.8 51207.1 2
E 51207.1 53933.5 2
E 53933.5 54397 2
E 54397 57007 1
E 57007 59192.7 2
E 59192.7 59316.2 2
E 59316.2 64120 1
E 64120 70004 2
E 70004 71125 2
E 71125 71465.3 1
E 71465.3 72337.3 2
E 72337.3 74744.8 2
E 74744.8 75425.4 1
E 75425.4 81981.4 2
E 81981.4 82108.5 2
E 82108.5 87338.9 1
E 87338.9 89184.5 2
E 89184.5 89329.5 2
E 89329.5 93083.2 1
E 93083.2 96843.4 2
E 96843.4 97415.7 2
E 97415.7 98888.1 1
E 98888.1 101047 2
E 101047 103694 2
E 103694 105782 1
E 105782 110072 2
E 110072 110413 2
E 110413 112373 2
E 112373 112551 1
E 112551 113598 2
E 113598 115982 2
E 115982 119056 1
E 119056 119113 2
E 119113 121456 2
E 121456 125309 1
E 125309 126393 2
E 126393 131521 2
E 131521 132017 1
E 132017 132105 2
E 132105 136623 2
E 136623 139607 1
E 139607 139953 2
E 139953 142058 2
E 142058 148625 1
E 148625 149758 2
E 149758 155511 2
E 155511 156116 1
E 156116 158020 2
E 158020 163107 2
E 163107 164261 1
E 164261 164827 2
E 164827 168097 2
E 168097 169543 1
E 169543 170221 2
E 170221 181867 2
E 181867 186009 2
E 186009 187679 1
E 187679 192969 2
E 192969 203713 2
E 203713 205867 1
E 205867 213895 2
E 213895 228382 2
E 228382 231801 1
E 231801 233169 2
E 233169 240607 2
E 240607 245968 1
E 245968 248134 2
E 248134 272313 2
E 272313 286519 1
E 286519 316037 2
E 316037 323611 2
E 323611 332819 1
E 332819 366429 2
E 366429 388316 2
E 388316 408072 1
E 408072 414574 2
E 414574 433355 2
E 433355 459833 1
E 459833 460978 2
E 460978 522561 2
E 522561 543158 2
E 543158 550686 1
E 550686 580690 2
E 580690 587380 2
E 587380 638467 1
E 638467 734768 2
E 734768 758723 2
E 758723 848760 1
E 848760 923499 2
E 923499 988750 2
E 988750 1.1153e+06 1
E 1.1153e+06 2.4056e+06 2
A -1.0000 -0.8750 -3.1416 -2.6180 4
A -1.0000 -0.8750 -2.6180 -2.0944 1
A -1.0000 -0.8750 -2.0944 -1.5708 4
A -1.0000 -0.8750 -1.5708 -1.0472 6
A -1.0000 -0.8750 -1.0472 -0.5236 6
A -1.0000 -0.8750 -0.5236 0.0000 4
A -1.0000 -0.8750 0.0000 0.5236 3
A -1.0000 -0.8750 0.5236 1.0472 1
A -1.0000 -0.8750 1.0472 1.5708 1
A -1.0000 -0.8750 1.5708 2.0944 4
A -1.0000 -0.8750 2.0944 2.6180 3
A -1.0000 -0.8750 2.6180 3.1416 2
A -0.8750 -0.7500 -3.1416 -2.6180 8
A -0.8750 -0.7500 -2.6180 -2.0944 5
A -0.8750 -0.7500 -2.0944 -1.5708 12
A -0.8750 -0.7500 -1.5708 -1.0472 9
A -0.8750 -0.7500 -1.0472 -0.5236 8
A -0.8750 -0.7500 -0.5236 0.0000 2
A -0.8750 -0.7500 0.0000 0.5236 3
A -0.8750 -0.7500 0.5236 1.0472 2
A -0.8750 -0.7500 1.0472 1.5708 4
A -0.8750 -0.7500 2.0944 2.6180 1
A -0.8750 -0.7500 2.6180 3.1416 2
A -0.7500 -0.6250 -3.1416 -2.6180 4
A -0.7500 -0.6250 -2.6180 -2.0944 2
