# external cosmogenics, factorised sampling table
# generated by make_external_cosmogenics_table.py from a 189875-row CSV
# energy in keV; cos_theta measured about the drift axis; phi in rad
#
# SPECIES <pdg> <n_particles> <representation>
# L    <ekin_keV> <count>                 discrete line, exact energy
# E    <lo_keV> <hi_keV> <count>          quantile-spaced continuum
# A    <cos_lo> <cos_hi> <phi_lo> <phi_hi> <count>
# RAW  <ekin_keV> <dirX> <dirY> <dirZ>    species below 200 particles

A -0.7500 -0.6250 -2.0944 -1.5708 6
A -0.7500 -0.6250 -1.5708 -1.0472 12
A -0.7500 -0.6250 -1.0472 -0.5236 10
A -0.7500 -0.6250 -0.5236 0.0000 4
A -0.7500 -0.6250 0.0000 0.5236 1
A -0.7500 -0.6250 0.5236 1.0472 2
A -0.7500 -0.6250 1.5708 2.0944 1
A -0.7500 -0.6250 2.0944 2.6180 2
A -0.7500 -0.6250 2.6180 3.1416 2
A -0.6250 -0.5000 -2.0944 -1.5708 8
A -0.6250 -0.5000 -1.5708 -1.0472 4
A -0.6250 -0.5000 -1.0472 -0.5236 4
A -0.6250 -0.5000 0.5236 1.0472 2
A -0.6250 -0.5000 1.5708 2.0944 4
A -0.6250 -0.5000 2.0944 2.6180 1
A -0.6250 -0.5000 2.6180 3.1416 1
A -0.5000 -0.3750 -2.6180 -2.0944 2
A -0.5000 -0.3750 -2.0944 -1.5708 5
A -0.5000 -0.3750 -1.5708 -1.0472 4
A -0.5000 -0.3750 -1.0472 -0.5236 2
A -0.5000 -0.3750 -0.5236 0.0000 1
A -0.5000 -0.3750 0.5236 1.0472 1
A -0.5000 -0.3750 1.0472 1.5708 2
A -0.5000 -0.3750 2.0944 2.6180 1
A -0.5000 -0.3750 2.6180 3.1416 1
A -0.3750 -0.2500 -3.1416 -2.6180 1
A -0.3750 -0.2500 -2.6180 -2.0944 1
A -0.3750 -0.2500 -2.0944 -1.5708 3
A -0.3750 -0.2500 -1.5708 -1.0472 4
A -0.3750 -0.2500 1.0472 1.5708 1
A -0.3750 -0.2500 2.0944 2.6180 2
A -0.2500 -0.1250 -2.6180 -2.0944 2
A -0.2500 -0.1250 -1.0472 -0.5236 1
A -0.2500 -0.1250 -0.5236 0.0000 1
A -0.1250 0.0000 -0.5236 0.0000 1
A -0.1250 0.0000 0.5236 1.0472 1
A 0.0000 0.1250 -1.5708 -1.0472 1
A 0.0000 0.1250 2.0944 2.6180 1
A 0.1250 0.2500 -3.1416 -2.6180 1
A 0.1250 0.2500 -2.6180 -2.0944 1
A 0.1250 0.2500 -1.5708 -1.0472 1
A 0.2500 0.3750 -1.0472 -0.5236 1
A 0.2500 0.3750 0.0000 0.5236 1
A 0.2500 0.3750 2.0944 2.6180 1
A 0.3750 0.5000 1.0472 1.5708 1
A 0.6250 0.7500 -2.0944 -1.5708 1
A 0.7500 0.8750 -0.5236 0.0000 1
A 0.7500 0.8750 1.0472 1.5708 1
A 0.7500 0.8750 1.5708 2.0944 1

SPECIES 211 93 raw
RAW 66154.4 -0.093285 0.862212 -0.497884
RAW 12546.5 0.652716 0.000080 -0.757603
RAW 315081 -0.131329 -0.788094 -0.601382
RAW 241117 -0.358466 -0.625209 -0.693265
RAW 345378 -0.167457 -0.457698 -0.873196
RAW 455843 -0.062608 -0.209358 -0.975833
RAW 135088 -0.091104 -0.546539 -0.832464
RAW 106477 -0.192084 -0.420395 -0.886776
RAW 711975 -0.184291 -0.729461 -0.658728
RAW 289903 0.180870 -0.115458 -0.976706
RAW 47580 -0.902661 0.130553 -0.410071
RAW 228250 0.287936 -0.806062 -0.517065
RAW 261812 -0.663686 -0.601353 -0.444855
RAW 258659 0.521780 0.318395 -0.791435
RAW 89191.5 0.417288 -0.564980 0.711806
RAW 152442 -0.025638 -0.530673 -0.847189
RAW 118256 0.163528 -0.346866 -0.923549
RAW 17222.3 0.335446 -0.247336 -0.909011
RAW 412414 0.642262 -0.468325 -0.606771
RAW 354690 -0.497846 -0.130425 -0.857402
RAW 174813 -0.053823 -0.253560 -0.965821
RAW 265522 -0.688435 -0.036895 -0.724359
RAW 154366 -0.182765 -0.681811 -0.708329
RAW 68610.9 0.383585 0.918461 -0.096400
RAW 435963 -0.052374 -0.472490 -0.879778
RAW 268975 0.208586 -0.108329 -0.971986
RAW 224708 -0.498227 -0.363157 -0.787329
RAW 127995 -0.247806 -0.315443 -0.916017
RAW 792380 -0.144653 -0.348892 -0.925932
RAW 283158 -0.321418 -0.853850 -0.409428
RAW 466599 0.204589 -0.678339 -0.705691
RAW 609875 -0.283002 -0.497804 -0.819818
RAW 209176 -0.102230 -0.262899 -0.959392
RAW 246458 -0.431741 -0.429827 -0.793000
RAW 217521 -0.008495 -0.673619 -0.739030
RAW 119211 0.616958 -0.775676 -0.133004
RAW 817618 0.167609 -0.886532 -0.431241
RAW 671223 0.076236 -0.183029 -0.980147
RAW 172380 -0.430750 -0.543285 -0.720621
RAW 129162 0.000003 -0.201622 -0.979463
RAW 232065 0.529638 0.318635 -0.786102
RAW 277923 0.188280 -0.647498 -0.738442
RAW 618593 -0.175045 -0.362371 -0.915449
RAW 294238 0.366534 -0.031447 -0.929873
RAW 249717 -0.431503 -0.181807 -0.883602
RAW 83260 0.367584 -0.245735 -0.896937
RAW 577066 -0.568615 -0.656043 -0.496270
RAW 133288 0.437253 -0.870691 -0.225184
RAW 315771 0.246369 -0.700788 -0.669476
RAW 479344 -0.029107 -0.600762 -0.798898
RAW 376593 -0.131310 -0.888225 -0.440244
RAW 423042 0.579134 -0.423678 -0.696492
RAW 105520 0.443946 -0.517921 -0.731211
RAW 326185 -0.063140 -0.390388 -0.918483
RAW 22231.9 0.065179 -0.063565 -0.995847
RAW 230146 -0.275408 -0.405369 -0.871680
RAW 125896 -0.522505 -0.219928 -0.823784
RAW 295675 -0.303385 -0.577676 -0.757792
RAW 241132 -0.295288 -0.506086 -0.810359
RAW 304957 0.117482 0.137096 -0.983566
RAW 658712 0.128631 -0.564924 -0.815055
RAW 635221 0.113608 -0.838560 -0.532832
RAW 113726 0.162216 -0.899549 -0.405584
RAW 263970 -0.514374 -0.127226 -0.848076
RAW 50740.2 -0.259795 -0.283709 -0.923047
RAW 188424 -0.490906 -0.619486 -0.612576
RAW 95502.4 0.673727 0.010987 -0.738898
RAW 218048 0.252746 -0.675653 -0.692541
RAW 127703 -0.200340 -0.759082 -0.619402
RAW 127910 0.149771 -0.840621 -0.520505
RAW 134611 -0.102053 0.152051 -0.983090
RAW 243414 0.180747 -0.228718 -0.956566
RAW 211163 0.326278 -0.532746 -0.780848
RAW 96646.6 0.545276 0.415607 -0.727973
RAW 182562 0.339277 -0.482118 -0.807746
RAW 1.11682e+06 -0.139173 -0.756790 -0.638670
RAW 69240.9 0.120560 -0.309551 -0.943209
RAW 30770.2 0.258080 -0.454976 -0.852286
RAW 105046 -0.090170 -0.485620 -0.869507
RAW 669942 -0.156652 -0.396450 -0.904593
RAW 334008 0.242768 -0.212602 -0.946501
RAW 229372 -0.589507 -0.309351 -0.746179
RAW 454439 -0.073287 -0.502455 -0.861492
RAW 171162 0.824373 -0.215270 -0.523515
RAW 188958 -0.120115 -0.034367 -0.992165
RAW 334829 0.071748 -0.410231 -0.909155
RAW 158834 0.143021 -0.551938 -0.821529
RAW 184160 0.164994 -0.643989 -0.747031
RAW 305155 0.117194 -0.167380 -0.978902
RAW 1.40098e+06 0.035053 -0.905811 -0.422230
RAW 326080 0.441255 -0.836352 -0.325285
RAW 128789 -0.469472 0.673674 -0.570754
RAW 706922 -0.300999 -0.630375 -0.715561

SPECIES -211 90 raw
RAW 141907 -0.324650 0.683953 -0.653307
RAW 606536 -0.030239 -0.718001 -0.695385
RAW 267549 -0.477942 -0.091379 -0.873625
RAW 709668 -0.445499 -0.825778 -0.345862
RAW 163773 0.122071 -0.890496 -0.438310
RAW 574163 -0.123732 -0.696403 -0.706904
RAW 246046 -0.456749 -0.822420 -0.339125
RAW 137548 -0.150135 -0.766667 -0.624245
RAW 73963 -0.345168 0.158827 -0.925004
RAW 184523 0.342605 0.383150 -0.857798
RAW 325210 -0.366916 -0.919996 -0.137765
RAW 564052 0.202817 -0.878476 -0.432602
RAW 359801 0.360441 -0.588517 -0.723692
RAW 349664 0.056867 -0.606077 -0.793370
RAW 49842.5 -0.049515 -0.899391 -0.434332
RAW 144294 0.078597 -0.130762 -0.988293
RAW 83490 0.063348 -0.202818 -0.977165
RAW 148292 0.222829 -0.196180 -0.954914
RAW 156489 -0.550634 -0.332308 -0.765750
RAW 119224 -0.441824 -0.383551 -0.810975
RAW 63229.4 0.452842 0.428399 -0.781926
RAW 792268 0.146183 -0.815050 -0.560646
RAW 201392 -0.216948 -0.365891 -0.905018
RAW 173258 0.292874 -0.139071 -0.945983
RAW 446947 0.198721 -0.677502 -0.708168
RAW 165368 -0.310033 -0.241196 -0.919622
RAW 67616.3 0.105850 -0.236668 -0.965807
RAW 167332 0.152993 0.135324 -0.978918
RAW 113533 0.004840 -0.576103 -0.817363
RAW 173172 -0.043104 -0.249157 -0.967503
RAW 129608 -0.529377 -0.245119 -0.812205
RAW 231426 0.262064 -0.291089 -0.920103
RAW 281965 0.250660 0.222657 -0.942122
RAW 376402 0.145459 -0.110327 -0.983194
RAW 78026.7 -0.458485 -0.393839 -0.796669
RAW 309106 -0.371957 -0.443779 -0.815296
RAW 140212 0.035000 -0.182882 -0.982512
RAW 140772 -0.332805 0.048312 -0.941757
RAW 451997 -0.320927 -0.561314 -0.762845
RAW 260642 -0.494406 -0.405212 -0.769003
RAW 145823 0.291048 0.154955 -0.944076
RAW 512888 0.399907 -0.453212 -0.796664
RAW 205737 -0.421537 -0.516188 -0.745558
RAW 82108.4 -0.407115 0.781160 -0.473335
RAW 186906 0.653453 0.175538 -0.736333
RAW 108870 -0.011941 -0.612836 -0.790120
RAW 270415 0.086674 -0.504263 -0.859189
RAW 118312 -0.132217 -0.508892 -0.850616
RAW 377687 0.413281 -0.451198 -0.790961
RAW 182264 0.549575 0.296921 -0.780900
RAW 243637 -0.723809 -0.000667 -0.690000
RAW 130706 0.344764 0.467230 -0.814146
RAW 316698 -0.687542 -0.689685 -0.227202
RAW 119949 -0.728636 -0.391686 -0.561847
RAW 138772 0.047134 0.806672 -0.589116
RAW 193670 -0.412469 -0.509482 -0.755180
RAW 757897 0.344729 -0.529789 -0.774910
RAW 108518 -0.450459 -0.695663 -0.559589
RAW 281675 -0.441928 -0.640001 -0.628569
RAW 192568 -0.394035 -0.621594 -0.677021
RAW 17095.7 -0.025486 0.234135 -0.971870
RAW 42062.8 -0.126693 -0.667850 -0.733434
RAW 452355 0.605440 -0.407049 -0.683925
RAW 335795 0.102082 -0.691672 -0.714961
RAW 461502 0.259488 -0.476984 -0.839733
RAW 45381.2 -0.312244 -0.417736 -0.853229
RAW 266766 0.247536 -0.752171 -0.610708
RAW 372883 -0.030661 -0.847274 -0.530270
RAW 231524 -0.217846 -0.244791 -0.944786
RAW 129982 -0.368375 0.183308 -0.911426
RAW 184711 0.217360 -0.634983 -0.741318
RAW 19183.5 0.316455 -0.511654 -0.798790
RAW 225929 -0.567832 -0.474474 -0.672638
RAW 47918 -0.648916 -0.195027 -0.735440
RAW 587796 0.209372 -0.796375 -0.567407
RAW 715827 -0.338083 -0.500561 -0.796956
RAW 666239 0.244749 -0.703534 -0.667187
RAW 225136 -0.416664 -0.712761 -0.564237
RAW 164200 0.250997 -0.694703 -0.674083
RAW 65921.7 -0.354161 0.339272 -0.871473
RAW 46600.8 0.749923 -0.429455 -0.503174
RAW 114635 -0.670362 -0.254002 -0.697207
RAW 351189 -0.060455 -0.011743 -0.998102
RAW 372502 -0.384793 0.031298 -0.922472
RAW 112481 -0.413336 -0.465496 -0.782603
RAW 281184 -0.113097 -0.531612 -0.839403
RAW 306240 -0.703054 -0.508361 -0.497277
RAW 498547 0.141985 -0.664540 -0.733639
RAW 420532 -0.253655 -0.790005 -0.558168
RAW 77004.3 0.785233 -0.425863 -0.449499

SPECIES -13 29 raw
RAW 50591.4 0.248384 -0.022919 -0.968390
RAW 506589 -0.064842 -0.731680 -0.678557
RAW 521931 -0.273231 -0.855792 -0.439278
RAW 67262 -0.188555 0.272627 -0.943463
RAW 320987 0.281444 -0.935770 -0.212426
RAW 426476 0.135858 -0.834371 -0.534198
RAW 635490 0.404851 -0.873560 -0.270164
RAW 313539 -0.527090 -0.285236 -0.800510
RAW 112736 0.434501 -0.630952 -0.642735
RAW 185144 0.392582 0.057181 -0.917938
RAW 191642 -0.612524 -0.623835 -0.485432
RAW 125127 -0.214192 -0.840617 -0.497478
RAW 803299 -0.051912 -0.922602 -0.382245
RAW 184186 0.434462 -0.764073 -0.476901
RAW 19816.7 0.039165 -0.394622 -0.918009
RAW 242849 0.017405 -0.575572 -0.817566
RAW 35762.5 0.423185 -0.619757 -0.660920
RAW 81169.8 -0.547437 -0.298162 -0.781929
RAW 80191.9 0.092913 -0.685104 -0.722496
RAW 151675 -0.318833 0.211429 -0.923928
RAW 29652.5 0.262113 -0.655271 -0.708460
RAW 426333 -0.303086 -0.832752 -0.463318
RAW 37625.8 -0.102608 -0.755286 -0.647313
RAW 120166 0.333914 -0.671315 -0.661693
RAW 76997.2 0.082487 -0.190502 -0.978215
RAW 110063 0.550240 -0.061169 -0.832763
RAW 165792 0.273598 -0.811793 -0.515885
RAW 11006.8 -0.121907 -0.956847 -0.263786
RAW 144314 -0.080830 -0.424331 -0.901892

SPECIES 13 29 raw
RAW 34628.6 -0.155450 0.341243 -0.927032
RAW 23476.3 -0.050210 -0.485232 -0.872943
RAW 207072 0.376710 0.215429 -0.900933
RAW 310230 -0.210857 -0.728532 -0.651752
RAW 78258.9 0.125389 -0.038023 -0.991379
RAW 129379 0.128321 -0.265079 -0.955650
RAW 919518 0.244815 -0.817356 -0.521531
RAW 90557.3 -0.340495 0.366253 -0.865980
RAW 27970.4 0.621355 -0.440271 -0.648135
RAW 177388 0.159901 -0.747222 -0.645051
RAW 44614.9 0.466484 -0.611953 -0.638676
RAW 7498.67 -0.192236 -0.695004 -0.692831
RAW 31729.8 -0.429971 -0.267998 -0.862150
RAW 81297.9 0.042396 -0.157459 -0.986615
RAW 102863 0.306953 -0.919018 -0.247359
RAW 3184.5 -0.089955 -0.830382 -0.549886
RAW 52123.3 -0.718996 -0.169681 -0.673983
RAW 16800.2 0.718731 -0.379527 -0.582567
RAW 100967 -0.183419 -0.553372 -0.812488
RAW 55004.2 0.165584 -0.793199 -0.586018
RAW 153498 0.027651 -0.686662 -0.726451
RAW 69683.2 0.193245 -0.789387 -0.582687
RAW 104105 0.383560 -0.599393 -0.702573
RAW 78538.5 -0.320172 0.393014 -0.861992
RAW 173738 -0.299706 -0.707072 -0.640488
RAW 66558.4 -0.061220 -0.877834 -0.475037
RAW 215493 -0.469031 -0.597711 -0.650193
RAW 261254 -0.027888 -0.569520 -0.821504
RAW 114381 -0.196563 -0.744364 -0.638189

SPECIES 130 10 raw
RAW 717395 -0.243857 -0.646591 -0.722810
RAW 364029 -0.038282 -0.571643 -0.819609
RAW 48887.4 0.221928 -0.678984 -0.699806
RAW 36565.8 0.568136 -0.548342 0.613631
RAW 262715 0.543725 -0.346283 -0.764494
RAW 479089 0.068449 -0.725231 -0.685094
RAW 569650 0.406766 -0.627644 -0.663780
RAW 162950 -0.509926 -0.378769 -0.772341
RAW 178245 -0.594271 -0.118154 -0.795539
RAW 215341 0.366016 -0.844817 -0.390276

SPECIES 1000010020 2 raw
RAW 60286 0.723854 -0.667330 0.175229
RAW 17477.6 -0.157714 0.499506 0.851833

SPECIES 1000010030 1 raw
RAW 12663.9 0.415158 0.565030 -0.713011

SPECIES 321 1 raw
RAW 302915 0.119531 -0.699078 -0.704984
